"X","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness","leaf_mass_per_area","leaf_N_per_dry_mass","seed_dry_mass","leaf_P_per_dry_mass","leaf_C_per_dry_mass","huber_value","plant_diameter_breast_height","leaf_lifespan","MAT","MAP","n_cells"
4332,"Eucalyptus nortonii","Eucalyptus","Myrtaceae",222,1.09,1.72,15,26.7,NA,4650,NA,NA,226,12.9,3.34,NA,NA,NA,NA,NA,13.2638188234735,830.306859205776,554
4333,"Eucalyptus obliqua","Eucalyptus","Myrtaceae",129,1.42,2.12,90,29.6,NA,4460,0.605,0.38,191,10.8,4.79,0.549,489,NA,NA,NA,12.8083842165902,955.882643607165,3240
4334,"Eucalyptus occidentalis","Eucalyptus","Myrtaceae",112,1.11,1.52,20,22.5,NA,2080,0.739,NA,386,6.1,3.53,NA,NA,NA,NA,NA,15.7684938660983,487.366379310345,233
4335,"Eucalyptus odorata","Eucalyptus","Myrtaceae",96.2,0.73,1.18,20,13,NA,851,0.847,NA,316,11.7,1.34,NA,502,NA,NA,NA,15.8553415686996,461.233333333333,811
4336,"Eucalyptus oldfieldii","Eucalyptus","Myrtaceae",89,1.25,2.09,5,17,NA,740,NA,NA,364,12.8,11.9,NA,520,NA,NA,NA,20.1820570024257,305.075949367089,237
4337,"Eucalyptus olsenii","Eucalyptus","Myrtaceae",92.5,1.68,2.42,20,16.2,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA,13.057472149531,828.083333333333,12
4338,"Eucalyptus oreades","Eucalyptus","Myrtaceae",134,1.59,2.51,40,20,NA,3010,0.556,0.455,258,14.5,5.01,NA,NA,NA,NA,NA,13.6760867591796,1147.51219512195,123
4339,"Eucalyptus pachyloma","Eucalyptus","Myrtaceae",83,2.1,2.9,4,12.5,NA,862,NA,0.694,460,7.22,3.84,0.362,NA,NA,NA,NA,15.584155647843,474.308641975309,81
4340,"Eucalyptus pachyphylla","Eucalyptus","Myrtaceae",110,2.18,3.24,5,30,NA,2800,0.925,NA,420,8.3,4.19,NA,NA,NA,NA,NA,24.429985627532,339.4765625,256
4341,"Eucalyptus paliformis","Eucalyptus","Myrtaceae",90.5,1.68,1.52,12,13.5,NA,NA,NA,NA,236,14.6,2.47,NA,NA,NA,NA,NA,12.1019335660067,871.545454545455,11
4342,"Eucalyptus parvula","Eucalyptus","Myrtaceae",55,1.4,1.12,15,9,NA,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,10.596150005565,883.411764705882,34
4343,"Eucalyptus patens","Eucalyptus","Myrtaceae",125,1.41,2.06,40,22.5,NA,1530,0.702,NA,201,11.8,394,0.4,525,NA,NA,NA,16.1055601065886,916.021276595745,141
4344,"Eucalyptus perangusta","Eucalyptus","Myrtaceae",56.5,0.82,1.17,4,3.5,NA,NA,NA,NA,367,9.5,0.234,NA,NA,NA,NA,NA,16.0233711329373,358.030303030303,66
4345,"Eucalyptus pileata","Eucalyptus","Myrtaceae",97.5,1.66,2.08,6,16,NA,871,0.878,NA,417,11,1.94,NA,530,NA,NA,NA,16.6137415879889,349.683544303797,316
4346,"Eucalyptus planchoniana","Eucalyptus","Myrtaceae",159,2.62,3.77,25,25.8,NA,3100,0.794,NA,217,9.1,19.1,NA,NA,NA,NA,NA,18.3254366735133,1271.74390243902,164
4347,"Eucalyptus platycorys","Eucalyptus","Myrtaceae",95,1.48,2.26,8,15.5,NA,NA,1.09,NA,NA,NA,1.93,NA,NA,NA,NA,NA,17.4696578014465,297.309523809524,168
4348,"Eucalyptus pleurocarpa","Eucalyptus","Myrtaceae",92.5,1.44,3.92,5,47.5,NA,4090,0.738,NA,349,9.3,5.03,NA,NA,NA,NA,NA,NA,NA,NA
4349,"Eucalyptus polyanthemos subsp. polyanthemos","Eucalyptus","Myrtaceae",80,0.8,1.14,20,34,NA,2870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4350,"Eucalyptus polybractea","Eucalyptus","Myrtaceae",91.7,0.81,0.96,10,11.3,NA,815,NA,NA,275,12.3,0.293,NA,NA,NA,NA,NA,15.462787706558,475.650684931507,146
4351,"Eucalyptus porosa","Eucalyptus","Myrtaceae",96.2,0.83,1.1,12,44.6,NA,726,0.719,NA,268,17.7,1.05,NA,NA,NA,NA,NA,16.4456565941705,393.536296296296,1352
4352,"Eucalyptus pterocarpa","Eucalyptus","Myrtaceae",108,1.62,2.72,10,20,NA,1940,NA,NA,391,7.9,1.76,NA,NA,NA,NA,NA,17.7128332138062,586.2,5
4353,"Eucalyptus pulchella","Eucalyptus","Myrtaceae",88.2,1.16,1.7,21,6.75,NA,532,0.67,NA,195,NA,4.58,NA,NA,NA,NA,NA,11.3787017159346,775.536585365854,82
4354,"Eucalyptus rossii","Eucalyptus","Myrtaceae",109,0.73,1.32,20,13.5,NA,1240,0.713,0.431,205,10.4,2.42,0.5,NA,NA,NA,NA,NA,NA,NA
4355,"Eucalyptus sessilis","Eucalyptus","Myrtaceae",105,2.15,2.31,5,39.5,NA,3120,NA,NA,370,9.5,1.76,NA,NA,NA,NA,NA,21.4726814382217,327.401960784314,102
4356,"Eucalyptus sieberi","Eucalyptus","Myrtaceae",137,1.44,2.18,45,24.3,NA,2660,0.678,0.45,243,11.3,2.48,0.455,NA,NA,NA,NA,13.4843245287072,964.332548280735,2125
4357,"Eucalyptus stellulata","Eucalyptus","Myrtaceae",76.7,0.87,1.76,15,21.5,NA,1090,0.605,NA,219,16.3,0.575,NA,NA,NA,NA,NA,10.8575117712436,936.74347826087,920
4358,"Eucalyptus stenostoma","Eucalyptus","Myrtaceae",151,2.75,1.89,25,21.2,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,13.2965496258858,842.282051282051,39
4359,"Eucalyptus sturgissiana","Eucalyptus","Myrtaceae",85,0.97,1.12,5,10.2,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,14.9288933181763,1052.16,25
4360,"Eucalyptus tetrapleura","Eucalyptus","Myrtaceae",150,1.44,1.21,30,24,NA,NA,NA,NA,302,9,3.69,NA,NA,NA,NA,NA,18.5555749285048,1174.15942028986,69
4361,"Eucalyptus transcontinentalis","Eucalyptus","Myrtaceae",100,1.15,1.72,12,14,NA,909,0.944,NA,330,12.9,3.31,0.499,530,NA,NA,NA,17.6673972104725,299.539473684211,152
4362,"Eucalyptus triflora","Eucalyptus","Myrtaceae",108,1.69,1.53,15,17.5,NA,2480,NA,0.545,313,10.8,1.06,NA,NA,NA,NA,NA,13.4930961315448,926.538461538462,26
4363,"Eucalyptus trivalva","Eucalyptus","Myrtaceae",95,1.51,1.36,5,20.2,NA,1210,NA,NA,331,11.3,0.681,NA,514,NA,NA,NA,21.6595357522032,298.857142857143,266
4364,"Eucalyptus viminalis","Eucalyptus","Myrtaceae",180,1.36,1.97,70,19.2,NA,2240,0.636,0.295,186,17,36.6,NA,NA,NA,NA,NA,12.8162183155735,852.074608660297,4923
4365,"Eucryphia moorei","Eucryphia","Cunoniaceae",46.7,1.66,3.65,30,13.3,1.5,NA,0.645,NA,NA,NA,0.67,NA,NA,NA,800,NA,13.6104311141293,1074.53097345133,113
4366,"Euphrasia caudata","Euphrasia","Scrophulariaceae",21,0.82,1.24,0.4,5.6,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,8.03602426702326,1276.29090909091,55
4367,"Euphrasia collina","Euphrasia","Scrophulariaceae",11.6,0.635,1.23,0.8,5.75,NA,39.3,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,11.3473385716123,1009.47879464286,898
4368,"Ewartia nubigena","Ewartia","Asteraceae",5.5,0.44,1.15,0.09,1.35,NA,12.2,NA,NA,52.1,NA,23,NA,NA,NA,NA,NA,6.59310854312985,1614.16279069767,43
4369,"Ficinia nodosa","Ficinia","Cyperaceae",NA,0.865,0.89,1.5,NA,NA,1570,NA,NA,NA,NA,0.209,0.383,NA,NA,NA,NA,14.9853589868212,767.832167832168,2022
4370,"Gahnia aspera","Gahnia","Cyperaceae",NA,3.37,8.23,0.65,3.3,NA,1940,NA,0.259,698,NA,26.1,NA,NA,NA,NA,NA,17.3027533813262,1029.91168633422,2630
4371,"Gahnia subaequiglumis","Gahnia","Cyperaceae",NA,1.98,4.41,0.6,NA,NA,NA,NA,NA,NA,NA,7.81,NA,NA,NA,NA,NA,12.1944224834442,963.045454545455,110
4372,"Gastrolobium parviflorum","Gastrolobium","Fabaceae",22.5,1.53,2.47,2.5,7,NA,168,NA,0.338,221,19.1,6.78,0.454,NA,NA,NA,NA,16.9009856653737,394.74358974359,273
4373,"Gaultheria appressa","Gaultheria","Ericaceae",72.5,0.43,0.73,2,22.5,NA,NA,NA,NA,NA,NA,0.0496,NA,NA,NA,NA,NA,9.69639766172289,1177.73062730627,271
4374,"Geijera salicifolia","Geijera","Rutaceae",95,3.61,4.5,35,20,NA,4230,0.792,0.37,247,22.6,NA,1.97,NA,NA,760,NA,19.5244288661881,992.082621082621,702
4375,"Gingidia algens","Gingidia","Apiaceae",14,1.46,5.31,0.45,9.5,NA,NA,NA,NA,NA,NA,2.66,NA,NA,NA,NA,NA,6.16189818912082,1695.27777777778,18
4376,"Gingidia harveyana","Gingidia","Apiaceae",32,1.74,6.48,0.5,2.75,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,8.70219138816551,1095.69135802469,81
4377,"Gingidia rupicola","Gingidia","Apiaceae",22.5,2.16,5.51,0.5,17,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,14.2207858221872,1379.14285714286,7
4378,"Glinus lotoides","Glinus","Molluginaceae",16.5,0.46,0.595,0.2,10.5,NA,NA,NA,NA,NA,NA,0.0571,NA,NA,NA,NA,NA,21.273362009793,408.633155080214,935
4379,"Glochidion ferdinandi","Glochidion","Phyllanthaceae",65,3.9,5,35,29.8,NA,2350,0.589,NA,70.1,18.1,16.6,NA,NA,0.00035,700,NA,NA,NA,NA
4380,"Glycine clandestina","Glycine","Fabaceae",29.5,1.72,1.72,2,6.97,NA,488,NA,NA,46.5,NA,4.07,NA,NA,NA,NA,NA,14.7673275738223,914.95773401195,9045
4381,"Glycine tabacina","Glycine","Fabaceae",28.5,2.41,2.51,0.3,5,NA,6910,NA,NA,60.8,NA,6.74,NA,NA,NA,NA,NA,15.7535216128263,834.193752324284,5381
4382,"Glycyrrhiza acanthocarpa","Glycyrrhiza","Fabaceae",28.8,1.82,2.25,1,9.5,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,17.2123399664928,342.87537993921,329
4383,"Gnephosis arachnoidea","Gnephosis","Asteraceae",19,1.31,2.2,0.3,2.25,NA,17,NA,NA,NA,NA,0.0434,NA,NA,NA,NA,NA,20.5966733110769,234.278965129359,889
4384,"Gnephosis tenuissima","Gnephosis","Asteraceae",7,0.3,0.46,0.207,2.25,NA,NA,NA,NA,36.6,NA,0.0166,NA,NA,NA,NA,NA,19.2568127533058,318.205194805195,770
4385,"Gomphocarpus fruticosus","Gomphocarpus","Apocynaceae",80,2.13,5.08,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0537219120419,953.495016611296,1508
4386,"Gompholobium grandiflorum","Gompholobium","Fabaceae",25,1.64,2.73,1.08,1.02,NA,35,0.88,NA,177,11.6,3.54,0.173,NA,NA,NA,NA,15.9303500141817,1098.01176470588,426
4387,"Gompholobium huegelii","Gompholobium","Fabaceae",16.2,2.41,1.78,1,1.5,NA,26.7,NA,NA,146,NA,4.19,NA,NA,NA,NA,NA,12.895481527931,887.698189134809,1493
4388,"Gompholobium latifolium","Gompholobium","Fabaceae",43.8,1.81,2.95,3,5,1.9,284,0.725,0.31,92.5,18.7,5.26,0.31,498,0.000373,NA,26.4,16.0568405920355,1104.89807474519,883
4389,"Gompholobium virgatum","Gompholobium","Fabaceae",20,2.01,2.86,1,2.5,NA,287,0.674,NA,74.6,NA,3.65,NA,NA,NA,NA,NA,18.0436378901972,1214.87447698745,240
4390,"Gossypium australe","Gossypium","Malvaceae",52.5,6.96,9.68,3,35,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA
4391,"Gossypium sturtianum","Gossypium","Malvaceae",40,9.77,11.4,2,40,NA,135,NA,NA,NA,NA,9.22,NA,NA,NA,NA,NA,21.0722455866197,359.594117647059,340
4392,"Guichenotia ledifolia","Guichenotia","Malvaceae",35,1.46,2.31,2,3.25,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,17.9908091699755,430.756756756757,75
4393,"Gymnanthera oblonga","Gymnanthera","Apocynaceae",80,1.21,8.21,6,47.5,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8070098309799,1288.62729124236,491
4394,"Gynatrix pulchella","Gynatrix","Malvaceae",88.3,1.92,2.68,5,31.7,NA,1020,NA,NA,62.6,41.7,2.87,NA,NA,NA,NA,NA,13.2547989669476,893.845024469821,613
4395,"Hannafordia bissillii","Hannafordia","Malvaceae",40,1.71,3.28,1,6.65,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA,NA,20.0645063338072,321.630434782609,184
4396,"Hannafordia shanesii","Hannafordia","Malvaceae",NA,2.51,3.91,NA,NA,NA,NA,NA,NA,NA,NA,9.97,NA,NA,NA,NA,NA,21.123973645662,669.289473684211,38
4397,"Hardenbergia violacea","Hardenbergia","Fabaceae",73.8,2.88,4.79,2.5,34,2,1230,0.596,0.55,114,20.2,26.8,0.29,457,NA,NA,NA,14.9212211832356,936.639603429796,7465
4398,"Heliotropium ventricosum","Heliotropium","Boraginaceae",13.5,0.79,1.03,0.35,1,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA
4399,"Hemiandra pungens","Hemiandra","Lamiaceae",17,1.38,2.34,1,3.5,NA,NA,NA,NA,NA,NA,2.5,1.74,NA,NA,NA,NA,17.3868611300433,694.699074074074,433
4400,"Hibbertia circumdans","Hibbertia","Dilleniaceae",8.5,2.07,2.53,0.6,3.5,NA,NA,NA,NA,NA,NA,6.62,NA,NA,NA,NA,NA,15.1065267035302,847.565957446809,235
4401,"Hibbertia obtusifolia","Hibbertia","Dilleniaceae",24.5,2.66,2.85,0.62,7.27,NA,79.9,0.605,NA,108,NA,5.92,NA,NA,0.000337,NA,NA,14.2692128562247,873.437254901961,5611
4402,"Hibbertia scandens","Hibbertia","Dilleniaceae",65.7,2.98,3.29,22,21.9,NA,1230,0.334,0.326,63.1,16.5,7.59,1.12,NA,NA,NA,NA,16.7652066490784,1276.7781504552,2097
4403,"Hibiscus arnhemensis","Hibiscus","Malvaceae",NA,2.61,3.76,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,27.3103333641501,1317.8431372549,51
4404,"Hibiscus brachysiphonius","Hibiscus","Malvaceae",24.2,4.02,3.25,0.3,8.18,NA,207,NA,0.353,105,NA,5.71,NA,NA,NA,NA,NA,21.476204564097,354.578811369509,387
4405,"Hibiscus insularis","Hibiscus","Malvaceae",NA,3.66,2.68,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,17.2892251968384,996.2,5
4406,"Hibiscus symonii","Hibiscus","Malvaceae",NA,2.73,3.32,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,27.7934088273482,1528,11
4407,"Hovea acutifolia","Hovea","Fabaceae",53.8,3.44,4.8,5,10.5,NA,NA,0.738,NA,NA,NA,29.3,NA,NA,NA,NA,NA,19.197877176692,1412.79026217228,267
4408,"Hovea heterophylla","Hovea","Fabaceae",35.8,2.86,3.95,1,8.62,1.35,196,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,12.9525470016244,892.218053927315,2561
4409,"Hovea lanceolata","Hovea","Fabaceae",56.2,3.18,6.42,3,11.6,2.62,1000,NA,NA,146,NA,32.6,NA,NA,NA,NA,NA,16.2654847233209,781.788778877888,606
4410,"Hovea montana","Hovea","Fabaceae",24.3,3.52,6.76,0.84,5.17,NA,65.4,0.789,NA,198,NA,17.4,NA,NA,NA,NA,NA,7.90514113254474,1350.87356321839,261
4411,"Hovea pannosa","Hovea","Fabaceae",62.8,3.3,4.73,3,8.25,NA,NA,NA,NA,NA,NA,36.2,NA,NA,NA,NA,NA,13.2776938832324,1016.71739130435,92
4412,"Hovea parvicalyx","Hovea","Fabaceae",55,3.12,5.08,2.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1079651754956,911.377906976744,172
4413,"Hovea rosmarinifolia","Hovea","Fabaceae",20,2.78,4.8,15,1.8,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,13.0792570679875,873.745762711864,59
4414,"Hyalosperma semisterile","Hyalosperma","Asteraceae",10,0.69,1.34,0.15,0.367,NA,5,NA,NA,78.7,NA,0.218,NA,NA,NA,NA,NA,17.2970315515642,364.215384615385,845
4415,"Hybanthus monopetalus","Hybanthus","Violaceae",47.5,1.3,1.74,0.6,2.25,NA,47,NA,NA,99.3,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA
4416,"Hymenosporum flavum","Hymenosporum","Pittosporaceae",121,6.08,9.22,28,36.8,NA,NA,0.588,NA,NA,NA,6.15,NA,NA,NA,450,NA,16.9977061843872,1263.55625,800
4417,"Hypericum gramineum","Hypericum","Hypericaceae",15.6,0.45,0.443,0.5,4.36,NA,102,NA,NA,64.2,16.1,0.0187,NA,462,NA,NA,NA,14.3148899559094,863.2064530945,8710
4418,"Hypocalymma asperum","Hypocalymma","Myrtaceae",NA,1.07,3.15,0.9,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,15.7288886673596,470.510204081633,49
4419,"Indigofera adesmiifolia","Indigofera","Fabaceae",4.12,1.94,2.27,1.5,2.25,NA,NA,NA,NA,NA,NA,4.39,NA,NA,NA,NA,NA,15.1803165695371,778.731755424063,507
4420,"Indigofera baileyi","Indigofera","Fabaceae",NA,1.45,1.8,NA,NA,NA,NA,NA,NA,NA,NA,2.73,NA,NA,NA,NA,NA,18.1583859042117,876.605263157895,38
4421,"Indigofera tinctoria","Indigofera","Fabaceae",NA,0.95,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7154415241186,1292,69
4422,"Ipomoea calobra","Ipomoea","Convolvulaceae",NA,5.98,8.29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9622872451256,413.051724137931,58
4423,"Ipomoea diamantinensis","Ipomoea","Convolvulaceae",100,5.66,6.75,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2141684080425,498.957894736842,95
4424,"Ipomoea polymorpha","Ipomoea","Convolvulaceae",37.5,0.74,0.96,0.6,14.2,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,24.8700837912085,671.092748735245,593
4425,"Isolepis aucklandica","Isolepis","Cyperaceae",NA,0.775,1.42,0.12,NA,NA,197,NA,NA,69.4,NA,0.131,NA,NA,NA,NA,NA,8.30436429341634,1536.36888888889,226
4426,"Isolepis crassiuscula","Isolepis","Cyperaceae",NA,0.755,1.5,NA,NA,NA,212,NA,NA,53.8,NA,0.209,NA,NA,NA,NA,NA,8.41452001134555,1284.15833333333,240
4427,"Isolepis marginata","Isolepis","Cyperaceae",NA,0.695,0.96,0.2,NA,NA,78.5,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,15.000568250259,660.582252559727,1468
4428,"Isolepis montivaga","Isolepis","Cyperaceae",NA,0.66,1.06,0.04,NA,NA,28.3,NA,NA,86,NA,0.184,NA,NA,NA,NA,NA,7.92452361098433,1273.95575221239,113
4429,"Isotoma petraea","Isotoma","Campanulaceae",48.8,0.49,0.76,0.6,26.2,NA,NA,NA,NA,NA,NA,0.0668,NA,NA,NA,NA,NA,NA,NA,NA
4430,"Ixiochlamys cuneifolia","Ixiochlamys","Asteraceae",32.5,1.96,0.72,0.3,6,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,20.5828213965307,257.66393442623,244
4431,"Jacquemontia paniculata","Jacquemontia","Convolvulaceae",59.2,1.9,2.44,0.4,37.5,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,25.2200112593801,1014.28771929825,286
4432,"Juncus antarcticus","Juncus","Juncaceae",NA,0.34,0.46,0.1,NA,NA,1200,NA,NA,76.2,NA,0.0386,NA,NA,NA,NA,NA,7.16810763875643,1671.29166666667,48
4433,"Juncus continuus","Juncus","Juncaceae",NA,0.19,0.41,NA,NA,NA,NA,NA,NA,NA,NA,0.00836,NA,NA,NA,NA,NA,16.2835835098209,982.92082940622,1063
4434,"Juncus falcatus","Juncus","Juncaceae",NA,0.298,0.482,0.35,NA,NA,335,NA,NA,71.1,NA,0.0268,NA,NA,NA,NA,NA,8.82900568224349,1122.23018867925,265
4435,"Juncus scheuchzerioides","Juncus","Juncaceae",NA,0.3,0.61,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
4436,"Kennedia procurrens","Kennedia","Fabaceae",35,3.24,4.37,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2223403688887,650.985915492958,71
4437,"Seringia hillii","Seringia","Malvaceae",65,1.79,2.77,3,8,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,17.8783126453777,1136.51648351648,91
4438,"Seringia hermanniifolia","Seringia","Malvaceae",30,1.44,1.86,2,8.5,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA
4439,"Kunzea ericoides","Kunzea","Myrtaceae",17.8,0.755,0.97,15,4.08,NA,39.1,NA,NA,153,NA,0.06,NA,NA,NA,830,NA,13.0593593829565,890.118026740433,2169
4440,"Kunzea pulchella","Kunzea","Myrtaceae",NA,0.85,1.85,3,NA,NA,NA,0.889,NA,NA,NA,0.181,NA,NA,NA,NA,NA,18.0768419943358,324.828947368421,76
4441,"Leiocarpa brevicompta","Leiocarpa","Asteraceae",25,0.48,1.92,0.6,4,NA,73,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,20.0587617730101,447.2890625,384
4442,"Leiocarpa gatesii","Leiocarpa","Asteraceae",NA,0.24,1.27,NA,NA,NA,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,NA,12.9477864265442,910.6,10
4443,"Leiocarpa leptolepis","Leiocarpa","Asteraceae",20,0.42,2.24,0.4,3.5,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,19.5143847895914,321.46080760095,842
4444,"Leiocarpa panaetioides","Leiocarpa","Asteraceae",NA,0.31,1.52,0.6,NA,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,17.2263772189617,477.860197368421,608
4445,"Leiocarpa websteri","Leiocarpa","Asteraceae",20,0.32,1.52,0.5,4.55,NA,72,NA,NA,48.5,NA,0.21,NA,NA,NA,NA,NA,18.8237601735974,286.335635359116,725
4446,"Lepidium aschersonii","Lepidium","Brassicaceae",NA,0.98,1.88,0.3,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,15.7062984194074,634.085714285714,70
4447,"Lepidium ginninderrense","Lepidium","Brassicaceae",NA,1.1,1.84,NA,NA,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,13.3437778155009,701.166666666667,6
4448,"Lepidium hyssopifolium","Lepidium","Brassicaceae",138,0.64,1.96,0.5,2.02,NA,136,NA,NA,84,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA
4449,"Lepidium monoplocoides","Lepidium","Brassicaceae",32.5,1.8,1.25,0.2,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,17.343132088824,398.426829268293,82
4450,"Lepidium oxytrichum","Lepidium","Brassicaceae",NA,1.25,2.07,0.3,NA,NA,40,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA,20.5077706965582,268.568848758465,886
4451,"Lepidium pseudopapillosum","Lepidium","Brassicaceae",40,1.33,2.24,0.15,3,NA,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,16.998818137429,497.69696969697,33
4452,"Leptinella filicula","Leptinella","Asteraceae",35,0.615,1.6,0.1,10.5,NA,589,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,9.850272503693,1163.47469066367,889
4453,"Leptosema oxylobioides","Leptosema","Fabaceae",NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,22.3172727353645,852.181818181818,66
4454,"Leptospermum arachnoides","Leptospermum","Myrtaceae",15,0.47,1.77,2,2,NA,NA,0.74,NA,258,NA,0.092,NA,NA,NA,NA,NA,15.0037210475315,1038.92803030303,528
4455,"Leptospermum argenteum","Leptospermum","Myrtaceae",NA,0.68,2.13,7,NA,NA,NA,NA,NA,NA,NA,0.421,NA,NA,NA,NA,NA,10.7904359377348,1203.38461538462,13
4456,"Leptospermum continentale","Leptospermum","Myrtaceae",13,0.58,2.4,4,3.5,NA,16.8,0.62,NA,169,11.1,0.0762,NA,502,NA,NA,NA,13.5562914824238,862.365230312036,3365
4457,"Leptospermum deuense","Leptospermum","Myrtaceae",20,0.62,2.29,NA,7,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,12.6737220552233,913.777777777778,9
4458,"Leptospermum lanigerum","Leptospermum","Myrtaceae",12.7,0.571,2.38,30,3.3,NA,37.9,0.563,NA,136,9.91,0.178,0.237,NA,NA,NA,NA,12.719030857676,939.453308596166,1618
4459,"Leptospermum myrsinoides","Leptospermum","Myrtaceae",9.33,0.66,1.26,2.5,3,NA,NA,NA,0.255,194,10.6,0.144,NA,487,NA,NA,NA,14.1074865501452,661.222765021983,2047
4460,"Leptospermum novae-angliae","Leptospermum","Myrtaceae",10,0.55,2.27,2,3,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,14.3623114134136,1005.47368421053,190
4461,"Leptospermum squarrosum","Leptospermum","Myrtaceae",10,0.53,2.13,4,3.5,NA,27.4,0.494,NA,181,7.73,0.113,0.164,NA,NA,NA,NA,14.9548858760917,1144.39416058394,274
4462,"Leptospermum subglabratum","Leptospermum","Myrtaceae",25,0.78,1.42,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5614813168844,944.5,18
4463,"Leptospermum thompsonii","Leptospermum","Myrtaceae",12.5,0.76,2.03,NA,5,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,12.5907592773438,905.222222222222,9
4464,"Leucochrysum albicans","Leucochrysum","Asteraceae",NA,1.05,1.28,NA,NA,NA,NA,NA,NA,72.4,NA,0.658,NA,NA,NA,NA,NA,12.6397081533355,844.369955156951,892
4465,"Leucochrysum alpinum","Leucochrysum","Asteraceae",NA,0.94,2.63,0.662,NA,NA,194,NA,NA,46.4,NA,0.807,NA,NA,NA,NA,NA,7.66407653151966,1376.26229508197,61
4466,"Leucochrysum molle","Leucochrysum","Asteraceae",46.6,0.88,2.55,0.3,4,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,NA,NA,18.0281117876371,362.416666666667,240
4467,"Leucopogon melaleucoides","Leucopogon","Ericaceae",12.9,2.95,3.29,1,1.7,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
4468,"Linum marginale","Linum","Linaceae",15.8,1.84,2.75,1.2,1.75,NA,165,NA,NA,47.9,NA,1.29,NA,NA,NA,NA,NA,14.4720861327227,712.737882352941,2126
